
Activitate de teren   -   terepmunka (frrs: ny3lv1 7ogok)
Beton armat   -   vasbeton (frrs: ny3lv1 7ogok)
Borderou   -   jegyzék (frrs: ny3lv1 7ogok)
Borderoul mapei   -   (népszámlálási) mappa jegyzéke (frrs: ny3lv1 7ogok)
C&#259;min de nefamili&#351;ti   -   szálláshely egyedülállók számára (frrs: ny3lv1 7ogok)
Cas&#259; în&#351;iruit&#259;   -   sorház, egymáshoz tapadó házak (frrs: ny3lv1 7ogok)
Caset&#259; de recapitula&#355;ie   -   összesít&#337; mez&#337; (lásd még recapitula&#355;ie) (frrs: ny3lv1 7ogok)
Centralizator   -   összesít&#337; (frrs: ny3lv1 7ogok)
Chicinet&#259;   -   f&#337;z&#337;fülke (frrs: ny3lv1 7ogok)
Circumscrip&#355;ie   -   népszámlálási terület (frrs: ny3lv1 7ogok)
Comisia Central&#259; de Recens&#259;mânt   -   Központi Népszámlálási Bizottság (frrs: ny3lv1 7ogok)
Comisia local&#259;/jude&#355;ean&#259;/municipal&#259;/or&#259;&#351;eneasc&#259;/comunal&#259; de recens&#259;mânt   -   helyi/megyei/municípiumi/városi/községi népszámlálási bizottság (frrs: ny3lv1 7ogok)
Confiden&#355;ialitatea datelor   -   adatvédelem, (lásd még p&#259;strarea confiden&#355;ialit&#259;&#355;ii datelor) (frrs: ny3lv1 7ogok)
Coordonator   -   koordinátor/ települési koordinátor (frrs: ny3lv1 7ogok)
Corela&#355;ie   -   egyezés, együttjárás (frrs: ny3lv1 7ogok)
Demisol   -   alagsor, szuterén (frrs: ny3lv1 7ogok)
Domiciliu   -   lakhely, állandó lakcím (frrs: ny3lv1 7ogok)
Fondul locativ   -   lakásállomány (frrs: ny3lv1 7ogok)
Formular   -   &#369;rlap, kérd&#337;ív, formanyomtatvány (frrs: ny3lv1 7ogok)
Formular auxiliar   -   kiegészít&#337; &#369;rlap (frrs: ny3lv1 7ogok)
Formular de centralizare   -   összesít&#337; &#369;rlap (frrs: ny3lv1 7ogok)
Formulare de înregistrare   -   adatfelvételi &#369;rlapok, kérd&#337;ívek (frrs: ny3lv1 7ogok)
Formulare ghid   -   kitöltött minta&#369;rlap (frrs: ny3lv1 7ogok)
Gospod&#259;rie   -   háztartás (frrs: ny3lv1 7ogok)
Grinzi metalice   -   vasgerendák (frrs: ny3lv1 7ogok)
Înregistrare   -   adatfelvétel, adatgy&#369;jtés, bejegyzés, összeírás, regisztrálás (frrs: ny3lv1 7ogok)
Institu&#355;ii non-profit în serviciul popula&#355;iei   -   a lakosságot szolgáló non-profit intézmények (olyan intézmények, amelyek a lakosság/tagság önkéntes hozzájárulásából, tulajdonosi jövedelmekb&#337;l m&#369;ködnek) (frrs: ny3lv1 7ogok)
Între&#355;inut de o alt&#259; persoan&#259;   -   más személy által eltartott (frrs: ny3lv1 7ogok)
Între&#355;inut de stat sau de organiza&#355;ii private   -   az állam vagy magánintézmények által eltartott (szociális segélyb&#337;l él&#337;) (frrs: ny3lv1 7ogok)
Locuin&#355;&#259; asociativ&#259;   -   egyesületi tulajdon (frrs: ny3lv1 7ogok)
Locuin&#355;&#259; cooperatist&#259;   -   szövetkezeti tulajdon (frrs: ny3lv1 7ogok)
Locuin&#355;&#259; privat&#259; de grup   -   közös magántulajdon (frrs: ny3lv1 7ogok)
Lucr&#259;tor pe cont propriu   -   önfoglalkoztató (frrs: ny3lv1 7ogok)
Manualul personalului de recens&#259;mânt   -   A népszámlálási személyzet tankönyve (frrs: ny3lv1 7ogok)
Mezanin   -   félemelet / magas földszint (frrs: ny3lv1 7ogok)
Momentul de referin&#355;&#259; al recens&#259;mântului   -   a népszámlálás eszmei id&#337;pontja, a népszámlálás referencia id&#337;pontja (frrs: ny3lv1 7ogok)
Nomenclator   -   jegyzék (frrs: ny3lv1 7ogok)
Nomenclatorul etniilor &#351;i limbilor materne (NELM)   -   Etnikumok és anyanyelvek jegyzéke (frrs: ny3lv1 7ogok)
Nomenclatorul religiilor (NR)   -   Vallások jegyzéke (frrs: ny3lv1 7ogok)
Nomenclatorul &#355;&#259;rilor (NT)   -   Országok jegyzéke (frrs: ny3lv1 7ogok)
Nucleu familial   -   családmag (frrs: ny3lv1 7ogok)
Paiant&#259;, chirpici   -   patics, vályog (frrs: ny3lv1 7ogok)
P&#259;strarea confiden&#355;ialit&#259;&#355;ii datelor   -   adatok bizalmas kezelése (frrs: ny3lv1 7ogok)
Perioada de înregistrare   -   összeírási id&#337;szak (frrs: ny3lv1 7ogok)
Persoan&#259; cu protec&#355;ie subsidiar&#259;   -   kiegészít&#337; védelemben részesül&#337; (nem menekült, de olyan idegen állampolgár, aki számára a származási országba való visszatérés veszélyes lenne) (frrs: ny3lv1 7ogok)
Persoana intervievat&#259;   -   interjúalany, adatszolgáltató, válaszadó (frrs: ny3lv1 7ogok)
Personal de recens&#259;mânt   -   népszámlálási személyzet (frrs: ny3lv1 7ogok)
Personal de teren   -   terepen dolgozók (frrs: ny3lv1 7ogok)
Popula&#355;ie   -   lakosság, népesség (frrs: ny3lv1 7ogok)
Recapitula&#355;ie   -   összesítés (frrs: ny3lv1 7ogok)
Recenzor   -   számlálóbiztos, kérdez&#337;biztos (frrs: ny3lv1 7ogok)
Recenzor &#351;ef   -   felülvizsgáló (frrs: ny3lv1 7ogok)
Refugiat   -   menekült (frrs: ny3lv1 7ogok)
Re&#351;edin&#355;&#259;   -   tartózkodási hely, lakóhely (frrs: ny3lv1 7ogok)
Respondent   -   adatszolgáltató, válaszadó (frrs: ny3lv1 7ogok)
Responsabil de circumscrip&#355;ie   -   területfelel&#337;s (frrs: ny3lv1 7ogok)
Secretariat Tehnic Central   -   Központi Szakmai Titkárság (frrs: ny3lv1 7ogok)
Secretariat Tehnic Jude&#355;ean   -   Megyei Szakmai Titkárság (frrs: ny3lv1 7ogok)
Secretariat Tehnic Municipal   -   Municípiumi Szakmai Titkárság (frrs: ny3lv1 7ogok)
Secretariatului Tehnic de Recens&#259;mânt   -   Népszámlálási Szakmai Titkárság (frrs: ny3lv1 7ogok)
Sec&#355;ie de recens&#259;mânt   -   számlálókerület, népszámlálási kerület (frrs: ny3lv1 7ogok)
Sector de recens&#259;mânt   -   számlálókörzet (frrs: ny3lv1 7ogok)
Sfera de cuprindere   -   az összeírás kiterjedése, az összeírás köre (frrs: ny3lv1 7ogok)
Solicitant de azil   -   menedékkér&#337; (frrs: ny3lv1 7ogok)
Spa&#355;iu colectiv de locuit   -   kollektív lakóegység (frrs: ny3lv1 7ogok)
Subsol   -   pince (frrs: ny3lv1 7ogok)
Unitate de locuit   -   lakóegység (frrs: ny3lv1 7ogok)
Unitate de observare   -   megfigyelési egység (frrs: ny3lv1 7ogok)
Unit&#259;&#355;ile cu incint&#259; p&#259;zit&#259;   -   védett intézetek (frrs: ny3lv1 7ogok)
Uniune consensual&#259;   -   élettársi kapcsolat (frrs: ny3lv1 7ogok)
Vizit&#259; preliminar&#259;   -   el&#337;zetes (terep)bejárás A különféle &#369;rlapok román és magyar megnevezései (frrs: ny3lv1 7ogok)
Formulare de înregistrare   -   adatfelvételi &#369;rlapok, kérd&#337;ívek (frrs: ny3lv1 7ogok)
Formular LC - Locuin&#355;&#259;, Cl&#259;dire   -   LC &#369;rlap (lakás, épület) (frrs: ny3lv1 7ogok)
Formular G - Gospod&#259;rie   -   G &#369;rlap (háztartás) (frrs: ny3lv1 7ogok)
Formular P – Persoan&#259; (formular individual)   -   P &#369;rlap (személy) (frrs: ny3lv1 7ogok)
Formular PPI – Persoane Plecate pentru o Perioad&#259; Îndelungat&#259;   -   PPI &#369;rlap (huzamos id&#337;re eltávozott személyek) (frrs: ny3lv1 7ogok)
Formular TP – Persoane Temporar Prezente   -   TP &#369;rlap (ideiglenesen jelenlév&#337; személyek) (frrs: ny3lv1 7ogok)
Formular M – Persoane de 15 ani &#351;i peste, plecate în str&#259;in&#259;tate   -   M &#369;rlap (15. életévüket betöltött, külföldön tartózkodó személyek) (frrs: ny3lv1 7ogok)
Formular SC – Spa&#355;iul Colectiv de locuit   -   SC &#369;rlap (kollektív lakóegység) (frrs: ny3lv1 7ogok)
Formulare de centralizare   -   összesít&#337; &#369;rlapok (frrs: ny3lv1 7ogok)
Formular CL – Centralizator cl&#259;diri &#351;i locuin&#355;e din sectorul de recens&#259;mânt   -   CL összesít&#337; &#369;rlap (A népszámlálási körzethez tartozó lakások és épületek összesít&#337; &#369;rlapja) (frrs: ny3lv1 7ogok)
Formular CP – Centralizator persoane din sectorul de recens&#259;mânt   -   CP &#369;rlap (A népszámlálási körzethez tartozó személyek összesít&#337; &#369;rlapja) (frrs: ny3lv1 7ogok)
Formular CELR – Centralizator – popula&#355;ia dup&#259; etnie, limb&#259; matern&#259; &#351;i religie din sectorul de recens&#259;mânt   -   CELR &#369;rlap (A népszámlálási körzet lakosságának etnikum, anyanyelv és vallás szerinti összesít&#337; &#369;rlapja) (frrs: ny3lv1 7ogok)
Formular CM – Centralizator persoane plecate în str&#259;in&#259;tate   -   CM &#369;rlap (Külföldön tatózkodó személyek összesít&#337; &#369;rlapja) (frrs: ny3lv1 7ogok)
Formulare auxiliare   -   kiegészít&#337; &#369;rlapok (frrs: ny3lv1 7ogok)
Formular PR – Fi&#351;a personalului de recens&#259;mânt   -   PR &#369;rlap – Népszámlálási személyzeti &#369;rlap (frrs: ny3lv1 7ogok)
Formularul BM – Borderoul mapei   -   BM &#369;rlap - A népszámlálási mappa jegyzéke (frrs: ny3lv1 7ogok)
Formulare ghid   -   kitöltött minta&#369;rlapok (frrs: ny3lv1 7ogok)
Formular LC_ghid - Locuin&#355;&#259;, Cl&#259;dire   -   LC minta&#369;rlap (Lakás, épület) (frrs: ny3lv1 7ogok)
Formular P_ghid – Persoan&#259;   -   P minta&#369;rlap (Személy) (frrs: ny3lv1 7ogok)
Formular G_ghid – Gospod&#259;rie   -   G minta&#369;rlap (Háztartás) (frrs: ny3lv1 7ogok)
Formular PPI_ghid – Persoane plecate pentru o perioad&#259; îndelungat&#259;   -   PPI minta&#369;rlap (Huzamos id&#337;re eltávozott személyek) (frrs: ny3lv1 7ogok)
Formular TP_ghid – Persoane temporar prezente   -   TP minta&#369;rlap (Ideiglenesen jelenlév&#337; személyek) (frrs: ny3lv1 7ogok)
Formular M_ghid – Persoane de 15 ani &#351;i peste, plecate în str&#259;in&#259;tate   -   M minta&#369;rlap (15. életévüket betöltött, külföldön tartózkodó személyek) (frrs: ny3lv1 7ogok)
Formular SC_ghid – Spa&#355;ii colective de locuit   -   SC minta&#369;rlap (Kollektív lakóegységek)  (frrs: ny3lv1 7ogok)
cre&#351;&#259;   -   bölcs&#337;de gr&#259;dini&#355;&#259; óvoda (frrs: ny3lv1 7ogok)
gr&#259;dini&#355;&#259; cu program normal   -   óvoda (frrs: ny3lv1 7ogok)
gr&#259;dini&#355;&#259; cu program prelungit   -   napköziotthonos óvoda (frrs: ny3lv1 7ogok)
gr&#259;dini&#355;&#259; cu program s&#259;pt&#259;mânal   -   bentlakásos óvoda (frrs: ny3lv1 7ogok)
gr&#259;dini&#355;&#259; special&#259;   -   speciális óvoda (frrs: ny3lv1 7ogok)
centru de zi   -   nappali központ (frrs: ny3lv1 7ogok)
&#351;coal&#259; primar&#259;   -   elemi iskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; gimnazial&#259;   -   általános iskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; gimnazial&#259; de art&#259;   -   m&#369;vészeti általános iskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; gimnazial&#259; de arte   -   m&#369;vészeti általános iskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; gimnazial&#259; de muzic&#259;   -   zenetagozatos általános iskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; gimnazial&#259; cu program sportiv   -   sporttagozatos általános iskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; gimnazial&#259; special&#259;   -   speciális általános iskola (frrs: ny3lv1 7ogok)
liceu teoretic   -   elméleti líceum (frrs: ny3lv1 7ogok)
liceu voca&#355;ional   -   szaklíceum (frrs: ny3lv1 7ogok)
liceu cu program sportiv   -   sportlíceum (frrs: ny3lv1 7ogok)
liceu de arte   -   m&#369;vészeti líceum (frrs: ny3lv1 7ogok)
liceu de arte vizuale   -   vizális m&#369;vészeti líceum (frrs: ny3lv1 7ogok)
liceu de muzic&#259;   -   zenei líceum (frrs: ny3lv1 7ogok)
liceu de coregrafie   -   koreográfiai líceum (frrs: ny3lv1 7ogok)
liceu de arhitectur&#259;   -   építészeti líceum (frrs: ny3lv1 7ogok)
liceu teologic   -   teológiai líceum (frrs: ny3lv1 7ogok)
seminar teologic ortodox   -   ortodox teológiai szeminárium (frrs: ny3lv1 7ogok)
liceu pedagogic   -   tanítóképz&#337; líceum (frrs: ny3lv1 7ogok)
liceu militar   -   katonai líceum (frrs: ny3lv1 7ogok)
liceu special   -   speciális líceum  (frrs: ny3lv1 7ogok)
liceu tehnologic   -   szakképz&#337; líceum (frrs: ny3lv1 7ogok)
liceu technologic special   -   speciális szakképz&#337; líceum (frrs: ny3lv1 7ogok)
colegiu / colegiu technic / colegiu na&#355;ional   -   f&#337;gimnázium (frrs: ny3lv1 7ogok)
&#351;coal&#259; profesional&#259;   -   szakiskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; de art&#259;   -   m&#369;vészeti iskola (frrs: ny3lv1 7ogok)
club sportiv &#351;colar   -   sportiskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; pentru copii cu deficien&#355;e   -  felzárkóztató iskola (frrs: ny3lv1 7ogok)
centru &#351;colar de educa&#355;ie inclusiv&#259;   -   befogadó nevelési iskolaközpont (frrs: ny3lv1 7ogok)
&#351;coal&#259; postliceal&#259;   -   posztliceális iskola (frrs: ny3lv1 7ogok)
&#351;coal&#259; postliceal&#259; special&#259;   -   speciális posztlíceális iskola (frrs: ny3lv1 7ogok)
centru de pedagoie curativ&#259;   -   gyógypedagógiai központ                                  (frrs: ny3lv1 7ogok)
AAAALLZZ   -     	   	év, hónap, nap; arra utal, hogy az így jelölt helyre a dátumot kell beírni, mégpedig az évvel kezdve
Art. 	  -     articol 	Paragrafus, törvénycikk
B.I.   -    	buletin de identitate 	régi (könyvecske típusú) személyi igazolvány
C.I.   -    	carte de identitate 	új (kártya típusú) személyi igazolvány
C.I.P.   -    	carte de identitate provizorie 	ideiglenes személyi igazolvány
CAS   -    	contribu&#355;ie la asigur&#259;rile sociale 	társadalombiztosítási járulék (amit a munkaadó fizet)
CI/CIP/BI   -    	  	személyi igazolvány (a különféle igazománytípusok rövidítései)
CIF   -    	Cod de Identificare Fiscal&#259; 	adószám, adóazonosító szám
CNP   -    	Cod numeric personal 	személyi szám
CP   -    	Cod Po&#351;tal 	irányítószám
CUI   -    	codul unic de înregistrare 	adószám
CUT   -    	coeficientul se utilizare a terenului 	szintterülei mutató ( ez is valamiféle telekbeépítettségi mutató (ld. POT), de hogy pontosan mi az nem tudjuk...)
D.I.   -    	document de identitate 	személyazonosságot igazoló dokumentum
HG   -     (id&#337;nként HGR) 	Hot&#259;r&#226;rea Guvernului 	kormányhatározat
L.S   -    	  	pecsét helye (P.H.)
mp 	   -     	négyzetméter (nm)
P.S.P.   -    	permis de sedere permanenta 	állandó tartózkodási engedély
P.S.T.   -    	permis de sedere temporara 	ideiglenes tartózkodási engedély
PAC 	  -      	építési (engedélyezési) terv
PAD 	   -     	bontási (engedélyezési) terv
PIB   -    	  	bruttó hazai termék; a magyar nyelvben a GDP angol rövidítés használatos
POT   -    	procentul de ocupare terenului 	beépítettség (a telek hány százalékán van épület)
PUD   -    	Plan Urbanistic de Detaliu 	részletes városrendezési terv
PUG   -    	Plan Urbanistic General 	településrendezési terv
PUZ   -    	Plan Urbanistic Zonal 	szabályozási terv
RCA 	  -      	kötelez&#337; gépjárm&#369;-felel&#337;sségbiztosítás (kgfb)
s.s. 	  -      	aláírás és pecsét
SA 	  -     societate pe ac&#355;iuni 	részvénytársaság (Rt.)
SCA   -    	societate în comandit&#259; pe ac&#355;iuni 	részvényes betéti társaság (magyarországi megfelel&#337;je nincs)
SCS   -    	societate în comandit&#259; simpl&#259; 	betéti társaság (bt.)
SNC   -    	societate în nume colectiv 	közkereseti társaság (kkt.)
SRL   -     	societate cu r&#259;spundere limitat&#259; 	korlátolt felel&#337;sség&#369; társaság (kft.)
STAS 	  -      	a román szabványok rövidítése (a magyarországi szabányokat MSZ, jelöli, de a kett&#337; értelemszer&#369;en nem egyezik)
TVA   -    	tax&#259; pe valoarea ad&#259;ugat&#259; 	ÁFA (általános forgalmi adó)
UPU   -    	Unitatea de Primiri Urgen&#355;e 	sürg&#337;sségi egység (egészségügyben)
célszer&#369;ségi tanulmány   -     studiu de oportunitate (forrás: eurlex)
megvalósíthatósági tanulmány   -     studiu de fezabilitate (forrás: szerk)
elviselhet&#337; negatív hatások és kockázatok   -     Noxele &#351;i riscurile suportabile (forrás: eurlex)
küls&#337; költségek   -     Costuri externe (forrás: eurlex)
nagy forgalmú utak   -     Drumuri cu circula&#355;ie intens&#259; (forrás: eurlex)
környezetmin&#337;ségi célkit&#369;zések   -     Obiective de calitate a mediului (forrás: eurlex)
környezetmin&#337;ségi normák   -     Standarde de calitate a mediului (forrás: eurlex)
környezetmin&#337;ségi mutatók   -     Indicatori de calitate a mediului (forrás: eurlex)
procedura de infringement procedure   -     jogsértési eljárás  (európai bizotts&aacute;g)
Administra&#355;ia Na&#355;ional&#259; Apele Rom&#226;ne (ANAR)   -     Román Országos Vízügyi Hivatal (forrás: szerk)
Fondul Na&#355;ional de Investi&#355;ii (FNI)   -     Országos Befektetési Alap (2000-ben ment cs&#337;dbe. Lásd a V&#226;ntu-botrány)
Fondul Na&#355;ional de Acumulare (FNA)   -     Országos ?Gy&#369;jt&odacute? Alap (Lásd a V&#226;ntu-botrány)
CNADNR   -     Compania Na&#355;ional&#259; de Autostr&#259;zi &#351;i Drumuri Na&#355;ionale din Rom&#226;nia    -     Országos Útügyi és Autópálya Társaság (forrás: rmdsz.ro)
apostil&#259;, apostille   -     tanúsítvány
IMF   -     Nemzetk&ouml;zi Valutaalap, International Monetary Found, FMI, Fondul Interna&#355;ional Monetar, Fonds Monétaire International
AZ EURÓPAI UNIÓ TANÁCSA,   -     CONSILIUL UNIUNII EUROPENE
tárca nélküli miniszter   -     ministru f&#259;r&#259; portofoliu
f&#337;titkár (minisztériumban)   -     secretar general al Ministerului ...
menekültek   -     refugia&#355;i
diplomata-útlevél   -     pa&#351;aport diplomatic
miniszterelnök-helyettes   -     viceprim-ministru
katonai törvényszék   -     Tribunalul militar
legfels&#337;bb bíróság   -     la &#206;nalta Curte
vezérigazgató   -     director general
Registrul Na&#355;ional al ...   -     ... Országos Jegyzéke/Nyilvántartása
Organiza&#355;ia Studen&#355;ilor Medicini&#351;ti (OSM)   -     Orvostan-hallgatók Szövetsége  //MAGYAR-ANGOL EU-SZOTAR, mivel a románok nyelve a RO-NGLEZA //forras http://mek.niif.hu/00000/00081/00081.htm
adminisztrációs költségek   -    administration costs
adó   -    tax
ajánlás   -    recommendation
ajánlat benyújtása   -    submission of a tender
ajánlat felbontási ülés   -    tender opening session
ajánlat   -    bid
ajánlati ár   -    tender price
ajánlati biztosíték   -    bid bond
ajánlatkérés   -    request for quotation
ajánlatok aláírása   -    signing of tenders
ajánlatok átvétele   -    reception of tenders
ajánlatok benyújtása   -    submission of tenders
ajánlatok elkészítése   -    drafting of tenders
ajánlatok kiegészítése   -    amendments of tenders
ajánlatok visszavonása   -    withdrawal of tenders
ajánlattev&#337; nyilatkozata   -    statement of tenderers
ajánlattev&#337; számára szóló utasítások   -    instructions to tenderers
ajánlattev&#337;   -    tenderer
ajánlott levél   -    registered mail
aláíró felek   -    signatories
alkalmasság   -    eligibility
alkalmassági követelmények   -    eligibility requirements
alkalmassági kritériumok   -    eligibility criteria
alkalmazandó feltételek   -    applicable conditions
alkalmazandó törvények   -    law applicable
államközi   -    intergovernmental
általános irányelvek   -    summary guidelines
általános kártérítés   -    general damages
általános szabályok   -    general regulations
alvállalkozó   -    subcontractor
árjegyzék   -    price schedule
ártárgyalás   -    negotiation of price
áruk általános összegz&#337; leírása   -    general summary description of goods
áruszállítói szerzd&#337;dés   -    supply contract
átalánydíjas szerz&#337;dés   -    lump sum contract
átláthatóság   -    transparency
átruházás   -    assignment
átváltási árfolyam   -    foreign exchange rate
átvétel igazolása   -    proof of acceptance
átvétel, elfogadás   -    acceptance
átvételi elismervény   -    proof of receipt
átvételi feltételek   -    acceptance conditions
bankszámla   -    bank account
békítési és dönt&#337;bíráskodási szabályok   -    rules of conciliation and arbitration
beszerzés   -    procurement
beszerzési szabályok   -    procurement rules
beszerzési szerz&#337;dés   -    supply contract
beszerzési ügynök   -    procurement agent
beszerzési szabályok   -    procurement rules
betanítás   -    training
Bizottság   -    Commission
borítékok lezárása   -    sealing of envelopes
borítékok megjelölése   -    marking of envelops
cél   -    objective
csomag   -    lot
csomagokra bontás   -    division into lots
csomagolás   -    packing
díjazás   -    remuneration
donor   -    aid donor
dönt&#337;bíráskodás   -    arbitration
dönt&#337;bíró   -    arbitrator
dönt&#337;bíróság   -    arbitration tribunal
egyenl&#337;ségi elv   -    principle of equality
egységár   -    unit price
egységáras szerz&#337;dés   -    unit-price contract
egység&#369;   -    installment
eladás utáni szolgáltatás   -    after sales service
elhalasztja a fizetést   -    defer payment
